Sample_No,Sample,Lithology,Glass,Clay10A,Clay14A,Analcime,Chabazite,Clinoptilolite,Erionite,Mordenite,Phillipsite,K_feldspar,Calcite,Quartz,Opal,Plagioclase,Other,Reference,Study_Area
SL1888,2A-66Y-2-103-105,Mudstone,Absent,Trace,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL1889,2A-67Y-1-16-18,Mudstone,Absent,Minor,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL1890,2A-67Y-1-48-50,Mudstone,Absent,Minor,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Minor,Minor,Absent,Trace,Absent,4151,Olduvai Gorge
SL1891,2A-67Y-1-82-85,Mudstone,Absent,Minor,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL1892,2A-67Y-1-116-118,Mudstone,Absent,Minor,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL1893,2A-67Y-2-48-50,Mudstone,Absent,Minor,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL1894,2A-67Y-2-80-83,Mudstone,Absent,Minor,Absent,Absent,Trace,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1895,2A-76Y-2-68-70,Mudstone,Absent,Minor,Absent,Absent,Trace,Minor,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL1896,2A-77Y-1-76-79,Mudstone,Absent,Minor,Absent,Absent,Minor,Trace,Absent,Absent,Trace,Absent,Absent,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL1897,2A-77Y-2-37-40,Mudstone,Absent,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL1898,2A-80Y-1-70-73,Mudstone,Absent,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Trace,Absent,4151,Olduvai Gorge
SL1899,2A-80Y-2-82-85,Mudstone,Absent,Trace,Trace,Minor,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,4151,Olduvai Gorge
SL1900,2A-81Y-1-83-86,Mudstone,Absent,Minor,Trace,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL1901,2A-81Y-2-46-49,Mudstone,Absent,Minor,Absent,Major,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Major,Minor,4151,Olduvai Gorge
SL1902,2A-82Y-1-85-88,Mudstone,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL1903,2A-82Y-2-101-103,Mudstone,Absent,Trace,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Minor,Minor,Major,Absent,Major,Absent,4151,Olduvai Gorge
SL1904,2A-84Y-1-74-77,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Major,Absent,Absent,Absent,4151,Olduvai Gorge
SL1905,2A-84Y-2-86-89,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Minor,Trace,4151,Olduvai Gorge
SL1906,2A-85Y-1-80-83,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Minor,Absent,Minor,Absent,4151,Olduvai Gorge
SL1907,2A-85Y-2-80-83,Mudstone,Absent,Minor,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Major,Minor,Absent,Major,Absent,4151,Olduvai Gorge
SL1908,2A-85Y-3-18-51,Mudstone,Absent,Trace,Trace,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Major,Absent,4151,Olduvai Gorge
SL1909,2A-91Y-136-138,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Major,Absent,4151,Olduvai Gorge
SL1910,2A-91Y-2-60-63,Mudstone,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Major,Absent,Minor,Absent,Absent,Absent,4151,Olduvai Gorge
SL1911,1A-16Q1-16-18,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1912,1A-16Q1-48-50,Mudstone,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1913,1A-16Q1-80-83,Mudstone,Absent,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1914,1A-16Q2-16-18,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1915,1A-16Q2-48-50,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1916,1A-16Q2-80-83,Mudstone,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1917,1A-16Q2-112-114,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1918,1A-16Q2-144-146,Mudstone,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1919,1A-18Q1-16-18,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1920,1A-18Q1-48-50,Mudstone,Absent,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Major,Minor,Absent,Absent,Absent,4151,Olduvai Gorge
SL1921,1A-18Q1-80-83,Mudstone,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1922,1A-18Q1-112-114,Mudstone,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,Absent,Trace,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1923,1A-18Q2-15-18,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1924,1A-18Q2-48-50,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,Absent,Trace,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1925,1A-18Q2-80-83,Mudstone,Absent,Absent,Minor,Minor,Absent,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1926,1A-18Q2-112-114,Mudstone,Absent,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL1927,1A-18Q2-144-146,Mudstone,Absent,Minor,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Major,4151,Olduvai Gorge
SL1928,1A-19Q1-14-16,Mudstone,Absent,Trace,Trace,Minor,Absent,Absent,Absent,Absent,Trace,Absent,Major,Minor,Absent,Minor,Minor,4151,Olduvai Gorge
SL1929,1A-19Q1-55-57,Mudstone,Absent,Trace,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Major,Minor,Absent,Absent,Absent,4151,Olduvai Gorge
SL1930,1A-19Q1-80-83,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1931,1A-19Q2-16-18,Mudstone,Absent,Minor,Absent,Trace,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1932,1A-19Q2-95-98,Mudstone,Absent,Minor,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Trace,Absent,Absent,Absent,Minor,Major,4151,Olduvai Gorge
SL1933,1A-19Q2-117-119,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Minor,4151,Olduvai Gorge
SL1934,1A-19Q2-144-146,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1935,1A-20Q1-16-18,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1936,1A-20Q1-48-50,Mudstone,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1937,1A-20Q1-75-78,Mudstone,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1938,1A-20Q1-111-113,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1939,1A-20Q2-16-18,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1940,1A-20Q2-48-50,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1941,1A-20Q2-86-89,Mudstone,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1942,1A-21Q1-16-18,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1943,1A-21Q1-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1944,1A-21Q1-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1945,1A-21Q1-144-146,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Major,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL1946,1A-21Q2-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1947,1A-22Q1-42-44,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1948,1A-22Q1-80-83,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1949,1A-22Q1-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1950,1A-23Q1-62-65,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1951,1A-23Q2-85-88,Mudstone,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Major,Absent,Absent,Minor,Trace,4151,Olduvai Gorge
SL1952,1A-24Q1-48-50,Mudstone,Absent,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1953,1A-24Q1-80-83,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1954,1A-24Q1-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1955,1A-24Q2-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1956,1A-24Q2-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1957,1A-24Q2-80-83,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL1958,1A-24Q2-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Minor,Absent,Major,Absent,4151,Olduvai Gorge
SL1959,1A-25Q1-30-33,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1960,1A-25Q1-146-148,Mudstone,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL1961,1A-25Q2-16-18,Mudstone,Absent,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1962,1A-25Q2-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Trace,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL1963,1A-25Q2-80-83,Mudstone,Absent,Absent,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1964,1A-25Q2-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1965,1A-25Q2-144-146,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1966,1A-26Q1-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1967,1A-26Q1-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1968,1A-26Q1-80-83,Mudstone,Absent,Absent,Major,Absent,Absent,Minor,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1969,1A-26Q2-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL1970,1A-27Q1-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1971,1A-27Q1-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1972,1A-27Q1-80-83,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1973,1A-34Q1-20-22,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1974,3A-21Y-1-16-18,Mudstone,Absent,Minor,Minor,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Minor,4151,Olduvai Gorge
SL1975,3A-21Y-1-48-50,Mudstone,Absent,Minor,Trace,Trace,Absent,Absent,Minor,Absent,Absent,Absent,Major,Absent,Absent,Absent,Minor,4151,Olduvai Gorge
SL1976,3A-21Y-3-16-18,Mudstone,Absent,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Minor,Absent,Absent,Absent,4151,Olduvai Gorge
SL1977,3A-21Y-3-48-51,Mudstone,Absent,Trace,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Trace,Absent,Absent,Absent,4151,Olduvai Gorge
SL1978,3A-21Y-3-80-83,Mudstone,Absent,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1979,3A-22Y-2-18-20,Mudstone,Absent,Minor,Trace,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Major,Major,Absent,Absent,Absent,4151,Olduvai Gorge
SL1980,3A-23Y-1-18-20,Mudstone,Absent,Minor,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1981,3A-23Y-1-80-83,Mudstone,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Major,Absent,Absent,Absent,4151,Olduvai Gorge
SL1982,3A-23Y-1-144-146,Mudstone,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1983,3A-23Y-2-16-18,Mudstone,Absent,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1984,3A-23Y-2-48-50,Mudstone,Absent,Minor,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1985,3A-23Y-2-80-83,Mudstone,Absent,Trace,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1986,3A-23Y-2-112-114,Mudstone,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1987,3A-23Y-2-144-146,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Minor,4151,Olduvai Gorge
SL1988,3A-24Y-1-23-25,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Minor,4151,Olduvai Gorge
SL1989,3A-24Y-2-14-16,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Major,Trace,Absent,Absent,Absent,4151,Olduvai Gorge
SL1990,3A-24Y-2-78-81,Mudstone,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1991,3A-24Y-2-115-117,Mudstone,Absent,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Absent,Absent,Trace,Minor,4151,Olduvai Gorge
SL1992,3A-25Y-1-12-14,Mudstone,Absent,Minor,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL1993,3A-26Y-1-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL1994,3A-26Y-2-80-83,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Absent,Absent,Major,Absent,4151,Olduvai Gorge
SL1995,3A-28Y-1-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1996,3A-28Y-1-47-49,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1997,3A-28Y-1-78-81,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Trace,Absent,4151,Olduvai Gorge
SL1998,3A-28Y-1-107-109,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL1999,3A-28Y-1-148-150,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Minor,Absent,4151,Olduvai Gorge
SL2000,3A-28Y-2-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2001,3A-28Y-2-80-83,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2002,3A-28Y-2-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Minor,4151,Olduvai Gorge
SL2003,3A-28Y-2-144-146,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Trace,4151,Olduvai Gorge
SL2004,3A-29Y-1-88-90,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2005,3A-29Y-1-112-115,Mudstone,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2006,3A-29Y-2-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2007,3A-29Y-2-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2008,3A-29Y-2-80-83,Mudstone,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2009,3A-29Y-2-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Major,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2010,3A-30Y-1-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2011,3A-30Y-1-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Trace,Absent,Minor,Absent,Major,Absent,Absent,Trace,Absent,4151,Olduvai Gorge
SL2012,3A-30Y-1-70-73,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Major,Trace,Absent,Trace,Absent,4151,Olduvai Gorge
SL2013,3A-30Y-1-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2014,3A-30Y-1-144-146,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Major,Absent,Absent,Absent,Absent,4151,Olduvai Gorge
SL2015,3A-30Y-2-16-18,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Major,Trace,Absent,Minor,Trace,4151,Olduvai Gorge
SL2016,3A-30Y-2-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Minor,Trace,Absent,Absent,Absent,4151,Olduvai Gorge
SL2017,3A-30Y-2-80-83,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Trace,Absent,4151,Olduvai Gorge
SL2018,3A-30Y-2-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Trace,Absent,4151,Olduvai Gorge
SL2019,3A-30Y-2-144-146,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Minor,Absent,Trace,Absent,4151,Olduvai Gorge
SL2020,3A-31Y-1-48-50,Mudstone,Absent,Trace,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Trace,Absent,4151,Olduvai Gorge
SL2021,3A-31Y-1-80-83,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Absent,Absent,Minor,Absent,4151,Olduvai Gorge
SL2022,3A-31Y-1-112-114,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Trace,Absent,Absent,Absent,4151,Olduvai Gorge
SL2023,3A-31Y-1-141-143,Mudstone,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Trace,Absent,Minor,Absent,Absent,Minor,Trace,4151,Olduvai Gorge
SL2024,3A-31Y-2-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Trace,Absent,Trace,Minor,4151,Olduvai Gorge
SL2025,3A-31Y-2-80-83,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Trace,Minor,4151,Olduvai Gorge
SL2026,3A-33Y-1-48-50,Mudstone,Absent,Absent,Minor,Trace,Absent,Absent,Absent,Absent,Minor,Absent,Minor,Minor,Absent,Absent,Minor,4151,Olduvai Gorge
SL2027,3A-33Y-1-80-83,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Minor,Minor,4151,Olduvai Gorge
SL2028,3A-33Y-2-48-50,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Minor,Minor,4151,Olduvai Gorge
SL2029,3A-33Y-2-80-83,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Major,Trace,Absent,Trace,Minor,4151,Olduvai Gorge
SL2030,3A-33Y-2-103-105,Mudstone,Absent,Absent,Minor,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Absent,Absent,Absent,Major,4151,Olduvai Gorge
SL2031,3A-35Y-1-112-114,Mudstone,Absent,Absent,Major,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Minor,Minor,Absent,Trace,Minor,4151,Olduvai Gorge
